filename;max_distance;kernal_size;segments;seg_range;seg_algo
00000018;8.0078125;4;100;[50, 100];quickshift
00000018;5.810546875;4;150;[100, 150];quickshift
00000018;4.9072265625;4;200;[150, 200];quickshift
00000019;11.71875;4;50;[0, 50];quickshift
00000019;5.1055908203125;4;100;[50, 100];quickshift
00000019;4.28466796875;4;150;[100, 150];quickshift
00000019;4.0130615234375;4;200;[150, 200];quickshift
00000020;12.109375;4;50;[0, 50];quickshift
00000020;6.000041961669922;4;97;[50, 100];quickshift
00000020;4.33807373046875;4;150;[100, 150];quickshift
00000020;4.00543212890625;4;200;[150, 200];quickshift
00000021;11.5234375;4;50;[0, 50];quickshift
00000021;5.57861328125;4;100;[50, 100];quickshift
00000021;4.65087890625;4;150;[100, 150];quickshift
00000021;4.123878479003906;4;199;[150, 200];quickshift
00000022;12.53662109375;4;50;[0, 50];quickshift
00000022;6.494140625;4;100;[50, 100];quickshift
00000022;5.37109375;4;150;[100, 150];quickshift
00000022;4.541015625;4;200;[150, 200];quickshift
00000023;12.0849609375;4;50;[0, 50];quickshift
00000023;5.387115478515625;4;100;[50, 100];quickshift
00000023;4.47998046875;4;150;[100, 150];quickshift
00000023;4.11376953125;4;200;[150, 200];quickshift
00000024;12.5;4;50;[0, 50];quickshift
00000024;7.2265625;4;100;[50, 100];quickshift
00000024;5.55267333984375;4;150;[100, 150];quickshift
00000024;5.047607421875;4;200;[150, 200];quickshift
00000025;15.0390625;4;50;[0, 50];quickshift
00000025;6.73828125;4;100;[50, 100];quickshift
00000025;5.078125;4;150;[100, 150];quickshift
00000025;4.58984375;4;200;[150, 200];quickshift
00000026;12.3046875;4;50;[0, 50];quickshift
00000026;6.640625;4;100;[50, 100];quickshift
00000026;4.58984375;4;150;[100, 150];quickshift
00000026;4.16259765625;4;200;[150, 200];quickshift
00000027;10.9375;4;50;[0, 50];quickshift
00000027;6.4037322998046875;4;100;[50, 100];quickshift
00000027;4.541015625;4;150;[100, 150];quickshift
00000027;4.1259765625;4;200;[150, 200];quickshift
00000028;10.009765625;4;50;[0, 50];quickshift
00000028;5.95703125;4;100;[50, 100];quickshift
00000028;4.9346923828125;4;150;[100, 150];quickshift
00000028;4.472541809082031;4;199;[150, 200];quickshift
00000029;11.71875;4;50;[0, 50];quickshift
00000029;6.34765625;4;100;[50, 100];quickshift
00000029;5.40771484375;4;150;[100, 150];quickshift
00000029;5.1513671875;4;200;[150, 200];quickshift
00000030;11.328125;4;50;[0, 50];quickshift
00000030;6.1767578125;4;100;[50, 100];quickshift
00000030;5.0048828125;4;150;[100, 150];quickshift
00000030;4.33349609375;4;200;[150, 200];quickshift
00000031;11.71875;4;50;[0, 50];quickshift
00000031;4.6875;4;100;[50, 100];quickshift
00000031;4.000091552734375;4;150;[100, 150];quickshift
00000031;3.3935546875;4;200;[150, 200];quickshift
00000032;10.0830078125;4;50;[0, 50];quickshift
00000032;6.2744140625;4;100;[50, 100];quickshift
00000032;5.3955078125;4;150;[100, 150];quickshift
00000032;5.0262451171875;4;200;[150, 200];quickshift
00000033;8.056640625;4;50;[0, 50];quickshift
00000033;5.09033203125;4;100;[50, 100];quickshift
00000033;4.3701171875;4;150;[100, 150];quickshift
00000033;4.010009765625;4;200;[150, 200];quickshift
00000034;14.84375;4;50;[0, 50];quickshift
00000034;6.93359375;4;100;[50, 100];quickshift
00000034;5.078125;4;150;[100, 150];quickshift
00000034;4.69970703125;4;200;[150, 200];quickshift
00000035;8.59375;4;50;[0, 50];quickshift
00000035;4.638671875;4;100;[50, 100];quickshift
00000035;4.1255950927734375;4;150;[100, 150];quickshift
00000035;3.64990234375;4;200;[150, 200];quickshift
00000036;15.625;4;50;[0, 50];quickshift
00000036;7.3486328125;4;100;[50, 100];quickshift
00000036;5.62744140625;4;150;[100, 150];quickshift
00000036;5.169677734375;4;200;[150, 200];quickshift
00000037;11.42578125;4;50;[0, 50];quickshift
00000037;7.0037841796875;4;100;[50, 100];quickshift
00000037;5.2734375;4;150;[100, 150];quickshift
00000037;5.004119873046875;4;200;[150, 200];quickshift
00000038;12.20703125;4;50;[0, 50];quickshift
00000038;5.6640625;4;100;[50, 100];quickshift
00000038;4.5166015625;4;150;[100, 150];quickshift
00000038;4.1412353515625;4;200;[150, 200];quickshift
00000039;12.3046875;4;50;[0, 50];quickshift
00000039;7.2265625;4;100;[50, 100];quickshift
00000039;5.76171875;4;150;[100, 150];quickshift
00000039;5.0537109375;4;200;[150, 200];quickshift
00000040;14.0625;4;50;[0, 50];quickshift
00000040;7.421875;4;100;[50, 100];quickshift
00000040;5.85479736328125;4;150;[100, 150];quickshift
00000040;5.22308349609375;4;200;[150, 200];quickshift
00000041;14.453125;4;50;[0, 50];quickshift
00000041;6.396484375;4;100;[50, 100];quickshift
00000041;4.98046875;4;150;[100, 150];quickshift
00000041;4.3415069580078125;4;200;[150, 200];quickshift
00000042;11.71875;4;50;[0, 50];quickshift
00000042;7.280158996582031;4;98;[50, 100];quickshift
00000042;6.082820892333984;4;148;[100, 150];quickshift
00000042;5.3852081298828125;4;193;[150, 200];quickshift
00000043;11.962890625;4;50;[0, 50];quickshift
00000043;7.080078125;4;100;[50, 100];quickshift
00000043;5.126953125;4;150;[100, 150];quickshift
00000043;4.4921875;4;200;[150, 200];quickshift
00000044;9.1796875;4;50;[0, 50];quickshift
00000044;5.83343505859375;4;100;[50, 100];quickshift
00000044;5.0014495849609375;4;149;[100, 150];quickshift
00000044;4.24346923828125;4;200;[150, 200];quickshift
00000045;9.521484375;4;50;[0, 50];quickshift
00000045;5.322265625;4;100;[50, 100];quickshift
00000045;4.4677734375;4;150;[100, 150];quickshift
00000045;4.1229248046875;4;200;[150, 200];quickshift
00000046;8.59375;4;50;[0, 50];quickshift
00000046;4.4788360595703125;4;100;[50, 100];quickshift
00000046;3.89404296875;4;150;[100, 150];quickshift
00000046;3.607940673828125;4;200;[150, 200];quickshift
00000047;12.3046875;4;50;[0, 50];quickshift
00000047;7.09228515625;4;100;[50, 100];quickshift
00000047;5.7098388671875;4;150;[100, 150];quickshift
00000047;5.11932373046875;4;200;[150, 200];quickshift
00000048;13.8671875;4;50;[0, 50];quickshift
00000048;6.121826171875;4;100;[50, 100];quickshift
00000048;4.98046875;4;150;[100, 150];quickshift
00000048;4.5013427734375;4;200;[150, 200];quickshift
00000049;14.84375;4;50;[0, 50];quickshift
00000049;9.1796875;4;100;[50, 100];quickshift
00000049;6.093406677246094;4;150;[100, 150];quickshift
00000049;5.1025390625;4;200;[150, 200];quickshift
00000050;12.01171875;4;50;[0, 50];quickshift
00000050;6.0546875;4;100;[50, 100];quickshift
00000050;5.0018310546875;4;150;[100, 150];quickshift
00000050;4.510498046875;4;200;[150, 200];quickshift
00000051;13.76953125;4;50;[0, 50];quickshift
00000051;7.275390625;4;100;[50, 100];quickshift
00000051;5.4443359375;4;150;[100, 150];quickshift
00000051;4.9560546875;4;200;[150, 200];quickshift
00000052;12.890625;4;50;[0, 50];quickshift
00000052;8.056640625;4;100;[50, 100];quickshift
00000052;5.810546875;4;150;[100, 150];quickshift
00000052;5.01708984375;4;200;[150, 200];quickshift
00000053;100.0;4;52;[0, 50];quickshift
00000053;10.44921875;4;100;[50, 100];quickshift
00000053;6.927490234375;4;150;[100, 150];quickshift
00000053;5.9783935546875;4;200;[150, 200];quickshift
00000054;10.15625;4;50;[0, 50];quickshift
00000054;5.385589599609375;4;100;[50, 100];quickshift
00000054;4.4719696044921875;4;150;[100, 150];quickshift
00000054;4.1015625;4;200;[150, 200];quickshift
00000055;9.08203125;4;50;[0, 50];quickshift
00000055;5.0048828125;4;100;[50, 100];quickshift
00000055;4.3212890625;4;150;[100, 150];quickshift
00000055;4.0027618408203125;4;200;[150, 200];quickshift
00000056;12.53671646118164;4;49;[0, 50];quickshift
00000056;5.6640625;4;100;[50, 100];quickshift
00000056;4.396820068359375;4;150;[100, 150];quickshift
00000056;4.1046142578125;4;200;[150, 200];quickshift
00000057;12.36572265625;4;50;[0, 50];quickshift
00000057;7.11669921875;4;100;[50, 100];quickshift
00000057;5.2734375;4;150;[100, 150];quickshift
00000057;4.583740234375;4;200;[150, 200];quickshift
00000058;10.83984375;4;50;[0, 50];quickshift
00000058;6.090545654296875;4;100;[50, 100];quickshift
00000058;5.01708984375;4;150;[100, 150];quickshift
00000058;4.28466796875;4;200;[150, 200];quickshift
00000059;16.11328125;4;50;[0, 50];quickshift
00000059;5.6640625;4;100;[50, 100];quickshift
00000059;4.290771484375;4;150;[100, 150];quickshift
00000059;4.0313720703125;4;200;[150, 200];quickshift
00000060;11.42578125;4;50;[0, 50];quickshift
00000060;6.005859375;4;100;[50, 100];quickshift
00000060;4.3212890625;4;150;[100, 150];quickshift
00000060;4.034423828125;4;200;[150, 200];quickshift
00000061;12.5;4;50;[0, 50];quickshift
00000061;6.396484375;4;100;[50, 100];quickshift
00000061;4.69970703125;4;150;[100, 150];quickshift
00000061;4.26025390625;4;200;[150, 200];quickshift
00000062;12.3046875;4;50;[0, 50];quickshift
00000062;6.34765625;4;100;[50, 100];quickshift
00000062;5.035400390625;4;150;[100, 150];quickshift
00000062;4.486083984375;4;200;[150, 200];quickshift
00000063;9.375;4;50;[0, 50];quickshift
00000063;5.3863525390625;4;100;[50, 100];quickshift
00000063;4.47998046875;4;150;[100, 150];quickshift
00000063;4.132080078125;4;200;[150, 200];quickshift
00000064;17.578125;4;50;[0, 50];quickshift
00000064;9.375;4;100;[50, 100];quickshift
00000064;5.712890625;4;150;[100, 150];quickshift
00000064;4.974365234375;4;200;[150, 200];quickshift
00000065;12.109375;4;50;[0, 50];quickshift
00000065;5.95703125;4;100;[50, 100];quickshift
00000065;4.7760009765625;4;150;[100, 150];quickshift
00000065;4.296875;4;200;[150, 200];quickshift
00000066;9.613037109375;4;50;[0, 50];quickshift
00000066;4.123497009277344;4;97;[50, 100];quickshift
00000066;3.41796875;4;150;[100, 150];quickshift
00000066;3.1622886657714844;4;198;[150, 200];quickshift
00000067;9.033203125;4;50;[0, 50];quickshift
00000067;5.6640625;4;100;[50, 100];quickshift
00000067;4.5166015625;4;150;[100, 150];quickshift
00000067;4.124164581298828;4;200;[150, 200];quickshift
00000068;9.375;4;50;[0, 50];quickshift
00000068;5.029296875;4;100;[50, 100];quickshift
00000068;4.3212890625;4;150;[100, 150];quickshift
00000068;4.0191650390625;4;200;[150, 200];quickshift
00000069;12.109375;4;50;[0, 50];quickshift
00000069;6.4453125;4;100;[50, 100];quickshift
00000069;5.17578125;4;150;[100, 150];quickshift
00000069;4.486083984375;4;200;[150, 200];quickshift
00000070;11.42578125;4;50;[0, 50];quickshift
00000070;6.3251495361328125;4;100;[50, 100];quickshift
00000070;5.000019073486328;4;149;[100, 150];quickshift
00000070;4.47235107421875;4;200;[150, 200];quickshift
00000071;12.5;4;50;[0, 50];quickshift
00000071;6.4453125;4;100;[50, 100];quickshift
00000071;5.181884765625;4;150;[100, 150];quickshift
00000071;4.7454833984375;4;200;[150, 200];quickshift
00000072;12.109375;4;50;[0, 50];quickshift
00000072;6.08367919921875;4;100;[50, 100];quickshift
00000072;5.00335693359375;4;150;[100, 150];quickshift
00000072;4.2388916015625;4;200;[150, 200];quickshift
00000073;9.765625;4;50;[0, 50];quickshift
00000073;4.24346923828125;4;100;[50, 100];quickshift
00000073;3.74755859375;4;150;[100, 150];quickshift
00000073;3.4637451171875;4;200;[150, 200];quickshift
00000074;11.328125;4;50;[0, 50];quickshift
00000074;5.84716796875;4;100;[50, 100];quickshift
00000074;4.6875;4;150;[100, 150];quickshift
00000074;4.13818359375;4;200;[150, 200];quickshift
00000075;10.25390625;4;50;[0, 50];quickshift
00000075;5.8349609375;4;100;[50, 100];quickshift
00000075;4.78515625;4;150;[100, 150];quickshift
00000075;4.1412353515625;4;200;[150, 200];quickshift
00000076;14.34326171875;4;50;[0, 50];quickshift
00000076;6.25;4;100;[50, 100];quickshift
00000076;4.90875244140625;4;150;[100, 150];quickshift
00000076;4.52880859375;4;200;[150, 200];quickshift
00000077;11.1328125;4;50;[0, 50];quickshift
00000077;6.54296875;4;100;[50, 100];quickshift
00000077;5.04302978515625;4;150;[100, 150];quickshift
00000077;4.2236328125;4;200;[150, 200];quickshift
00000078;9.9609375;4;50;[0, 50];quickshift
00000078;4.5654296875;4;100;[50, 100];quickshift
00000078;4.046630859375;4;150;[100, 150];quickshift
00000078;3.62548828125;4;200;[150, 200];quickshift
00000079;10.546875;4;50;[0, 50];quickshift
00000079;5.46875;4;100;[50, 100];quickshift
00000079;4.472541809082031;4;146;[100, 150];quickshift
00000079;4.123497009277344;4;199;[150, 200];quickshift
00000080;12.890625;4;50;[0, 50];quickshift
00000080;6.09130859375;4;100;[50, 100];quickshift
00000080;4.98046875;4;150;[100, 150];quickshift
00000080;4.241943359375;4;200;[150, 200];quickshift
00000081;14.84375;4;50;[0, 50];quickshift
00000081;6.4208984375;4;100;[50, 100];quickshift
00000081;4.84619140625;4;150;[100, 150];quickshift
00000081;4.425048828125;4;200;[150, 200];quickshift
00000082;11.962890625;4;50;[0, 50];quickshift
00000082;5.65185546875;4;100;[50, 100];quickshift
00000082;4.833984375;4;150;[100, 150];quickshift
00000082;4.2266845703125;4;200;[150, 200];quickshift
00000083;11.1328125;4;50;[0, 50];quickshift
00000083;5.50537109375;4;100;[50, 100];quickshift
00000083;4.327392578125;4;150;[100, 150];quickshift
00000083;4.002666473388672;4;199;[150, 200];quickshift
00000084;9.375;4;50;[0, 50];quickshift
00000084;5.078125;4;100;[50, 100];quickshift
00000084;4.1534423828125;4;150;[100, 150];quickshift
00000084;4.0203094482421875;4;200;[150, 200];quickshift
00000085;10.15625;4;50;[0, 50];quickshift
00000085;5.02777099609375;4;100;[50, 100];quickshift
00000085;4.132080078125;4;150;[100, 150];quickshift
00000085;3.6529541015625;4;200;[150, 200];quickshift
00000086;12.060546875;4;50;[0, 50];quickshift
00000086;6.640625;4;100;[50, 100];quickshift
00000086;5.13458251953125;4;150;[100, 150];quickshift
00000086;4.486083984375;4;200;[150, 200];quickshift
00000087;10.94970703125;4;50;[0, 50];quickshift
00000087;5.6640625;4;100;[50, 100];quickshift
00000087;4.2724609375;4;150;[100, 150];quickshift
00000087;4.0130615234375;4;200;[150, 200];quickshift
00000088;17.96875;4;50;[0, 50];quickshift
00000088;9.27734375;4;100;[50, 100];quickshift
00000088;6.695556640625;4;150;[100, 150];quickshift
00000088;5.8837890625;4;200;[150, 200];quickshift
00000089;13.916015625;4;50;[0, 50];quickshift
00000089;6.99462890625;4;100;[50, 100];quickshift
00000089;5.4351806640625;4;150;[100, 150];quickshift
00000089;5.0262451171875;4;200;[150, 200];quickshift
00000090;12.5;4;50;[0, 50];quickshift
00000090;7.147216796875;4;100;[50, 100];quickshift
00000090;5.615234375;4;150;[100, 150];quickshift
00000090;5.01708984375;4;200;[150, 200];quickshift
00000091;12.3046875;4;50;[0, 50];quickshift
00000091;5.657958984375;4;100;[50, 100];quickshift
00000091;4.290771484375;4;150;[100, 150];quickshift
00000091;4.001617431640625;4;200;[150, 200];quickshift
00000092;10.9375;4;50;[0, 50];quickshift
00000092;6.353759765625;4;100;[50, 100];quickshift
00000092;5.084228515625;4;150;[100, 150];quickshift
00000092;4.40673828125;4;200;[150, 200];quickshift
00000093;13.525390625;4;50;[0, 50];quickshift
00000093;6.09130859375;4;100;[50, 100];quickshift
00000093;4.58984375;4;150;[100, 150];quickshift
00000093;4.23583984375;4;200;[150, 200];quickshift
00000094;14.2578125;4;50;[0, 50];quickshift
00000094;7.03125;4;100;[50, 100];quickshift
00000094;5.0537109375;4;150;[100, 150];quickshift
00000094;4.50439453125;4;200;[150, 200];quickshift
00000095;12.3046875;4;50;[0, 50];quickshift
00000095;5.908203125;4;100;[50, 100];quickshift
00000095;4.7637939453125;4;150;[100, 150];quickshift
00000095;4.4219970703125;4;200;[150, 200];quickshift
00000096;11.5234375;4;50;[0, 50];quickshift
00000096;7.32421875;4;100;[50, 100];quickshift
00000096;5.615234375;4;150;[100, 150];quickshift
00000096;5.0079345703125;4;200;[150, 200];quickshift
00000097;14.84375;4;50;[0, 50];quickshift
00000097;7.8125;4;100;[50, 100];quickshift
00000097;5.450439453125;4;150;[100, 150];quickshift
00000097;4.9072265625;4;200;[150, 200];quickshift
00000098;9.0576171875;4;50;[0, 50];quickshift
00000098;5.099391937255859;4;99;[50, 100];quickshift
00000098;4.28466796875;4;150;[100, 150];quickshift
00000098;4.01611328125;4;200;[150, 200];quickshift
00000099;15.625;4;50;[0, 50];quickshift
00000099;7.958984375;4;100;[50, 100];quickshift
00000099;5.65948486328125;4;150;[100, 150];quickshift
00000099;5.00640869140625;4;200;[150, 200];quickshift
00000100;12.59765625;4;50;[0, 50];quickshift
00000100;6.25;4;100;[50, 100];quickshift
00000100;5.000019073486328;4;149;[100, 150];quickshift
00000100;4.559326171875;4;200;[150, 200];quickshift
00000101;10.546875;4;50;[0, 50];quickshift
00000101;6.25;4;100;[50, 100];quickshift
00000101;5.023193359375;4;150;[100, 150];quickshift
00000101;4.248809814453125;4;200;[150, 200];quickshift
00000102;14.0625;4;50;[0, 50];quickshift
00000102;7.32421875;4;100;[50, 100];quickshift
00000102;5.74188232421875;4;150;[100, 150];quickshift
00000102;5.10406494140625;4;200;[150, 200];quickshift
00000103;11.376953125;4;50;[0, 50];quickshift
00000103;6.201171875;4;100;[50, 100];quickshift
00000103;4.5166015625;4;150;[100, 150];quickshift
00000103;4.21142578125;4;200;[150, 200];quickshift
00000104;13.134765625;4;50;[0, 50];quickshift
00000104;7.421875;4;100;[50, 100];quickshift
00000104;5.3131103515625;4;150;[100, 150];quickshift
00000104;4.5867919921875;4;200;[150, 200];quickshift
00000105;10.64453125;4;50;[0, 50];quickshift
00000105;5.419921875;4;100;[50, 100];quickshift
00000105;4.5166015625;4;150;[100, 150];quickshift
00000105;4.180908203125;4;200;[150, 200];quickshift
00000106;8.602333068847656;4;49;[0, 50];quickshift
00000106;6.23779296875;4;100;[50, 100];quickshift
00000106;5.6182861328125;4;150;[100, 150];quickshift
00000106;5.181884765625;4;200;[150, 200];quickshift
00000107;14.0625;4;50;[0, 50];quickshift
00000107;6.0054779052734375;4;100;[50, 100];quickshift
00000107;5.017852783203125;4;150;[100, 150];quickshift
00000107;4.3212890625;4;200;[150, 200];quickshift
00000108;16.455078125;4;50;[0, 50];quickshift
00000108;10.272216796875;4;100;[50, 100];quickshift
00000108;8.00008773803711;4;148;[100, 150];quickshift
00000108;6.06689453125;4;200;[150, 200];quickshift
00000109;11.328125;4;50;[0, 50];quickshift
00000109;6.710052490234375;4;100;[50, 100];quickshift
00000109;5.3466796875;4;150;[100, 150];quickshift
00000109;4.96826171875;4;200;[150, 200];quickshift
00000110;13.0859375;4;50;[0, 50];quickshift
00000110;6.1279296875;4;100;[50, 100];quickshift
00000110;4.8828125;4;150;[100, 150];quickshift
00000110;4.2572021484375;4;200;[150, 200];quickshift
00000111;10.7421875;4;50;[0, 50];quickshift
00000111;5.1025390625;4;100;[50, 100];quickshift
00000111;4.19769287109375;4;150;[100, 150];quickshift
00000111;3.6285400390625;4;200;[150, 200];quickshift
00000112;17.1875;4;50;[0, 50];quickshift
00000112;9.454345703125;4;100;[50, 100];quickshift
00000112;6.0546875;4;150;[100, 150];quickshift
00000112;5.108642578125;4;200;[150, 200];quickshift
00000113;10.17608642578125;4;50;[0, 50];quickshift
00000113;4.58984375;4;100;[50, 100];quickshift
00000113;4.046630859375;4;150;[100, 150];quickshift
00000113;3.77960205078125;4;200;[150, 200];quickshift
00000114;17.1875;4;50;[0, 50];quickshift
00000114;9.27734375;4;100;[50, 100];quickshift
00000114;6.62841796875;4;150;[100, 150];quickshift
00000114;5.8837890625;4;200;[150, 200];quickshift
00000115;10.0006103515625;4;50;[0, 50];quickshift
00000115;5.0048828125;4;100;[50, 100];quickshift
00000115;4.150390625;4;150;[100, 150];quickshift
00000115;3.948211669921875;4;200;[150, 200];quickshift
00000116;12.6953125;4;50;[0, 50];quickshift
00000116;7.2998046875;4;100;[50, 100];quickshift
00000116;5.401611328125;4;150;[100, 150];quickshift
00000116;4.509449005126953;4;199;[150, 200];quickshift
00000117;10.3271484375;4;50;[0, 50];quickshift
00000117;5.1055908203125;4;100;[50, 100];quickshift
00000117;4.213714599609375;4;150;[100, 150];quickshift
00000117;4.007720947265625;4;200;[150, 200];quickshift
00000118;17.48046875;4;50;[0, 50];quickshift
00000118;10.15625;4;100;[50, 100];quickshift
00000118;6.903076171875;4;150;[100, 150];quickshift
00000118;5.419921875;4;200;[150, 200];quickshift
00000119;9.06982421875;4;50;[0, 50];quickshift
00000119;4.245758056640625;4;99;[50, 100];quickshift
00000119;3.60870361328125;4;150;[100, 150];quickshift
00000119;3.173065185546875;4;200;[150, 200];quickshift
00000120;17.61474609375;4;50;[0, 50];quickshift
00000120;11.12060546875;4;100;[50, 100];quickshift
00000120;7.04345703125;4;150;[100, 150];quickshift
00000120;5.2734375;4;200;[150, 200];quickshift
00000121;12.109375;4;50;[0, 50];quickshift
00000121;7.82470703125;4;100;[50, 100];quickshift
00000121;6.1279296875;4;150;[100, 150];quickshift
00000121;5.391693115234375;4;200;[150, 200];quickshift
00000122;12.1826171875;4;50;[0, 50];quickshift
00000122;7.32421875;4;100;[50, 100];quickshift
00000122;5.859375;4;150;[100, 150];quickshift
00000122;5.1513671875;4;200;[150, 200];quickshift
00000123;11.9140625;4;50;[0, 50];quickshift
00000123;4.98046875;4;100;[50, 100];quickshift
00000123;4.123687744140625;4;150;[100, 150];quickshift
00000123;3.885173797607422;4;200;[150, 200];quickshift
00000124;12.3046875;4;50;[0, 50];quickshift
00000124;7.03125;4;100;[50, 100];quickshift
00000124;5.376434326171875;4;150;[100, 150];quickshift
00000124;4.931640625;4;200;[150, 200];quickshift
00000125;8.7890625;4;50;[0, 50];quickshift
00000125;4.5318603515625;4;100;[50, 100];quickshift
00000125;4.0130615234375;4;150;[100, 150];quickshift
00000125;3.460693359375;4;200;[150, 200];quickshift
00000126;10.15625;4;50;[0, 50];quickshift
00000126;6.085205078125;4;100;[50, 100];quickshift
00000126;5.00030517578125;4;150;[100, 150];quickshift
00000126;4.243278503417969;4;198;[150, 200];quickshift
00000127;12.18414306640625;4;49;[0, 50];quickshift
00000127;5.2734375;4;100;[50, 100];quickshift
00000127;4.43115234375;4;150;[100, 150];quickshift
00000127;4.1717529296875;4;200;[150, 200];quickshift
00000128;11.083984375;4;50;[0, 50];quickshift
00000128;5.4443359375;4;100;[50, 100];quickshift
00000128;4.5654296875;4;150;[100, 150];quickshift
00000128;4.2446136474609375;4;200;[150, 200];quickshift
00000129;11.71875;4;50;[0, 50];quickshift
00000129;6.34765625;4;100;[50, 100];quickshift
00000129;5.023193359375;4;150;[100, 150];quickshift
00000129;4.2724609375;4;200;[150, 200];quickshift
00000130;9.375;4;50;[0, 50];quickshift
00000130;5.00640869140625;4;100;[50, 100];quickshift
00000130;4.132080078125;4;150;[100, 150];quickshift
00000130;3.759765625;4;200;[150, 200];quickshift
00000131;13.28125;4;50;[0, 50];quickshift
00000131;7.82470703125;4;100;[50, 100];quickshift
00000131;6.60400390625;4;150;[100, 150];quickshift
00000131;6.14013671875;4;200;[150, 200];quickshift
00000132;12.109375;4;50;[0, 50];quickshift
00000132;5.95703125;4;100;[50, 100];quickshift
00000132;4.8828125;4;150;[100, 150];quickshift
00000132;4.443359375;4;200;[150, 200];quickshift
00000133;15.234375;4;50;[0, 50];quickshift
00000133;7.470703125;4;100;[50, 100];quickshift
00000133;5.615234375;4;150;[100, 150];quickshift
00000133;5.1624298095703125;4;200;[150, 200];quickshift
00000134;9.8876953125;4;50;[0, 50];quickshift
00000134;5.322265625;4;100;[50, 100];quickshift
00000134;4.473114013671875;4;150;[100, 150];quickshift
00000134;4.0435791015625;4;200;[150, 200];quickshift
00000135;11.5234375;4;50;[0, 50];quickshift
00000135;5.1239013671875;4;100;[50, 100];quickshift
00000135;4.40673828125;4;150;[100, 150];quickshift
00000135;4.1534423828125;4;200;[150, 200];quickshift
00000136;12.01171875;4;50;[0, 50];quickshift
00000136;7.03125;4;100;[50, 100];quickshift
